seqnames	start	end	width	strand	Conc	Conc_WHI	Conc_WT	Fold	p.value	FDR
XIV	619704	620104	401	*	7.338538112259778	7.656446008428782	6.930176149175283	0.007100431502227979	0.4160590674784626	0.891115007231277
XVI	860422	860822	401	*	8.83202648896547	8.665840427444158	8.981031437987113	-0.01574450704682481	0.41611459995643113	0.891115007231277
XVI	202879	203279	401	*	6.431421061660551	6.296165814047965	6.555075700159383	-0.019110886052728024	0.4164994055537491	0.891115007231277
II	642837	643237	401	*	7.981454681497847	7.831213850216391	8.117514751546883	-0.016865407384466274	0.4218055929863782	0.8986339583582861
IV	1434314	1434714	401	*	7.700052129978401	7.581809606168755	7.809333385099166	-0.020101440833265472	0.4233931762701928	0.8986339583582861
XIII	343730	344130	401	*	7.948592498623827	7.761377960711209	8.114279568884415	-0.013696428861844067	0.42366136912062236	0.8986339583582861
V	467838	468238	401	*	8.716828513322934	8.583305102405866	8.839034226321177	-0.018188600575992416	0.42392080209510447	0.8986339583582861
V	117204	117604	401	*	6.05249088857801	5.859831080627596	6.2224273465892495	-0.01326735050067511	0.42709289947190265	0.9006381829462022
IX	174868	175268	401	*	7.16930896778759	7.01993231407735	7.304660024144088	-0.01670994996539376	0.427781497983627	0.9006381829462022
VII	733117	733517	401	*	9.454458658147916	9.343924430271635	9.557123492472066	-0.020688053926503566	0.42891047003860716	0.9006381829462022
II	-78	322	401	*	5.4686505066734235	5.302672219153227	5.617488436776767	-0.015446061600971072	0.43077026141456765	0.9006381829462022
IX	254280	254680	401	*	9.67586308131043	9.560406634662723	9.782760481469873	-0.01988049459253574	0.4321064110492544	0.9006381829462022
VII	384135	384535	401	*	9.458801945437871	9.297970387690594	9.603488789043407	-0.015079833485956352	0.4322932348835149	0.9006381829462022
X	291142	291542	401	*	7.8919083604609614	8.078554115163266	7.677476425437751	0.011750394112815652	0.43250545465801926	0.9006381829462022
VIII	388703	389103	401	*	6.847739866931971	6.719956016589717	6.965120697915891	-0.01840265905705	0.43454786842278775	0.9006381829462022
XIV	568028	568428	401	*	7.186228350188809	7.058204211520957	7.303811885990653	-0.018535833841214214	0.43495164156036725	0.9006381829462022
XII	758972	759372	401	*	8.979067967720889	8.870600173523922	9.079947869301305	-0.02041034322808396	0.43526856706553896	0.9006381829462022
VII	993879	994279	401	*	8.438095184319739	8.283455009974018	8.57775274013192	-0.015247512615156536	0.438072252448488	0.9006381829462022
XII	818632	819032	401	*	7.564714438997246	7.4560786249002104	7.665739649949525	-0.02061784935089475	0.43869321765577796	0.9006381829462022
X	521641	522041	401	*	7.970105160498813	8.167083302059986	7.7419150021659515	0.010859861414677804	0.4388109505356482	0.9006381829462022
VIII	293286	293686	401	*	7.761161907296469	7.629650262923593	7.881680476121238	-0.017816092343737832	0.4398236055072501	0.9006381829462022
VII	271759	272159	401	*	10.510226948322654	10.36878619469935	10.639030667163539	-0.01622572634379343	0.44151976757225514	0.9006381829462022
V	441997	442397	401	*	10.332296122119834	10.220068596993503	10.436420037492201	-0.019393589219402176	0.44322752701573825	0.9006381829462022
XV	877717	878117	401	*	8.494426353678035	8.653130526851372	8.31608099386793	0.013181233472056651	0.44376445237804424	0.9006381829462022
XVI	431748	432148	401	*	10.20006997162412	10.082126819689238	10.309095484149585	-0.01860125476916251	0.4443220271118634	0.9006381829462022
VII	884112	884512	401	*	7.175840934960183	7.031526771828777	7.307022892287749	-0.015847962260016356	0.4451732507919025	0.9006381829462022
II	392336	392736	401	*	8.44790291639174	8.320129902362854	8.565274604503657	-0.01743766482830561	0.4453641749070535	0.9006381829462022
XV	27820	28220	401	*	5.856673645963236	5.709439308832597	5.9902637013776685	-0.015604311137140482	0.44542431873969784	0.9006381829462022
XII	504082	504482	401	*	7.629464124869542	7.491715237669844	7.755199444622838	-0.016151351421068952	0.45095127479023805	0.9013208498297043
IX	241567	241967	401	*	7.623872807766456	7.945324611107905	7.209628778468546	0.006038631588261604	0.4512762862958709	0.9013208498297043
VII	1004012	1004412	401	*	6.808336330751117	6.6491827561299495	6.951664002003285	-0.014219527145551613	0.4514303958679752	0.9013208498297043
XV	586251	586651	401	*	7.435997291334425	7.280771794212319	7.576131984112299	-0.014404840443368089	0.45301067737724415	0.9013208498297043
II	140529	140929	401	*	8.932222452759152	8.792076653332629	9.059951540567404	-0.015462735938693292	0.4539327775189168	0.9013208498297043
IV	811738	812138	401	*	8.147778156598642	8.046966696594573	8.24200294941955	-0.0201944899567433	0.45652217555086383	0.9013208498297043
V	53279	53679	401	*	8.106992913030279	7.982104982234238	8.22192587085108	-0.01676099229961498	0.4569090439274362	0.9013208498297043
XI	216759	217159	401	*	7.949085890414955	7.821949992699025	8.06591980470683	-0.016691581911591088	0.45715327350902557	0.9013208498297043
IV	806156	806556	401	*	8.366882274962125	8.615445360285163	8.066392576401078	0.007814780225714517	0.4575934142315889	0.9013208498297043
XIII	124225	124625	401	*	7.843342348110956	7.715086566307577	7.961121236824443	-0.016357667782888875	0.4576027944872284	0.9013208498297043
V	434411	434811	401	*	6.20541926769686	6.041847756300126	6.352319346185681	-0.013466881945145398	0.4588535586289225	0.9013208498297043
XII	460004	460404	401	*	13.355546574670408	13.562412568401081	13.1139722149734	0.00940138098766513	0.46018121430943215	0.9013208498297043
X	378390	378790	401	*	6.710871329554299	6.558781536143595	6.84844578576454	-0.013968512439187869	0.46324072435993563	0.9013208498297043
XVI	822086	822486	401	*	8.314430970973568	8.164809654313235	8.449982839290623	-0.014060823871021116	0.46340336800898163	0.9013208498297043
VIII	531478	531878	401	*	4.17308383233045	4.4061073257477545	3.895033074409297	0.007926712406570599	0.4647305954529726	0.9013208498297043
X	220209	220609	401	*	8.725771241328227	8.642274086366763	8.804699172316253	-0.02221025435895367	0.4651003538156531	0.9013208498297043
IV	212671	213071	401	*	7.136011760843079	6.97507668362817	7.28078236193567	-0.013289927701003713	0.46686423588130116	0.9013208498297043
IV	1062929	1063329	401	*	5.962130843205673	6.102602315246533	5.806491946027102	0.012670591683071695	0.4684359981082892	0.9013208498297043
XVI	227765	228165	401	*	8.210625562374643	8.120594950803026	8.29536635465205	-0.020920739993481173	0.4685177433117569	0.9013208498297043
III	246616	247016	401	*	6.8492931237034425	6.679496023576633	7.001193887931369	-0.012396192643631008	0.46962834186920766	0.9013208498297043
XIII	195960	196360	401	*	6.289842254891252	6.136235402186921	6.4286566205487174	-0.013173033783079298	0.470562639017736	0.9013208498297043
IV	1161767	1162167	401	*	9.908800151091206	9.781138530159357	10.026077846685231	-0.01555597004822791	0.4724807185932726	0.9013208498297043
VIII	62547	62947	401	*	6.289999377601417	6.1390388736849815	6.426649312784626	-0.013069832931147387	0.4727230318086368	0.9013208498297043
XV	949255	949655	401	*	6.39665018282908	6.532327951732112	6.246875434334233	0.013144065562284733	0.4729484114692047	0.9013208498297043
VII	706935	707335	401	*	6.1628618046330965	6.012219179169802	6.299251263181066	-0.013860022156472317	0.47369073042769394	0.9013208498297043
XVI	641271	641671	401	*	9.655139965975842	9.536229306261307	9.764991630806907	-0.016390748466953244	0.47401827309169287	0.9013208498297043
VII	544348	544748	401	*	6.6554797422060785	6.541240732882303	6.761332778413501	-0.017021994362307623	0.47456758282405026	0.9013208498297043
IV	1289012	1289412	401	*	6.593806152514725	6.412315007735849	6.7549958581988365	-0.011444201183418434	0.4749344816703376	0.9013208498297043
XV	710025	710425	401	*	6.314164583766045	6.136072869665372	6.472667924479875	-0.011658773788308267	0.4765652832030383	0.9013208498297043
XVI	246263	246663	401	*	5.370630973527666	5.519930517277985	5.204078300204807	0.011381842908513913	0.4777489663065206	0.9013208498297043
X	455175	455575	401	*	6.586996362952536	6.444052267437289	6.717045434456128	-0.014564409380293204	0.4777560848419335	0.9013208498297043
II	605848	606248	401	*	7.909824851129569	7.789101551520251	8.021221563469618	-0.015465934862806245	0.4821774252333964	0.9013208498297043
XV	443656	444056	401	*	8.438719795127282	8.33281817302872	8.537376454721112	-0.017195400141434423	0.48283123090820873	0.9013208498297043
VIII	382774	383174	401	*	8.034610393004728	7.933198959886658	8.12935908880401	-0.01795551269519451	0.4834743780023445	0.9013208498297043
X	60069	60469	401	*	6.294878995413473	6.147416749095096	6.4286566205487174	-0.012799606368941906	0.48971255798055424	0.9013208498297043
XI	458378	458778	401	*	5.758775208260448	5.632560950134264	5.87483041422231	-0.014442766551888532	0.4899558985881327	0.9013208498297043
X	90177	90577	401	*	8.37403028461714	8.279721561764795	8.46255052071539	-0.01809207562530537	0.4919456782915308	0.9013208498297043
XVI	29710	30110	401	*	6.176383475037257	6.0332375257500495	6.306599579515162	-0.013234941395437221	0.4934882244229515	0.9013208498297043
XII	658214	658614	401	*	7.766344321539222	7.639830637691131	7.8826526178402725	-0.014273447468306867	0.4947150988632672	0.9013208498297043
VII	876247	876647	401	*	6.221732486501101	6.080616275839053	6.350267045748591	-0.013206940416557022	0.4952655921221911	0.9013208498297043
XV	682131	682531	401	*	7.414354163299061	7.282723144471393	7.534972964884695	-0.0136715251646871	0.49536801440849476	0.9013208498297043
XII	289631	290031	401	*	7.450171329454868	7.312639452211039	7.5757258390246465	-0.013255816147625818	0.4957661024133292	0.9013208498297043
IV	959937	960337	401	*	6.864858109042738	6.695296705482227	7.016570258189706	-0.01104307563461629	0.49594242377060144	0.9013208498297043
XI	231257	231657	401	*	9.590707320046906	9.483790250540878	9.690244610440118	-0.01626016297018671	0.49597165788251385	0.9013208498297043
IV	556672	557072	401	*	7.23072018833187	7.343795587647354	7.108022672963572	0.014510326087251557	0.49729762856602944	0.9013208498297043
VII	323927	324327	401	*	8.822293978713406	8.7220613287598745	8.916012961368459	-0.01680933009985055	0.4982511621807339	0.9013208498297043
XIV	776649	777049	401	*	6.73572804681444	6.586418340115273	6.871024144280076	-0.012379407496004434	0.4984473822617814	0.9013208498297043
XVI	731863	732263	401	*	7.558354596174689	7.443899707437289	7.6643929413927925	-0.015235985042756266	0.5001771898366139	0.9013208498297043
III	176426	176826	401	*	4.860445756673716	4.679755162753856	5.021003854860768	-0.010412549086617926	0.5007936733703788	0.9013208498297043
IV	411145	411545	401	*	9.326940111578578	9.22518029451541	9.421992832766911	-0.016347072308376714	0.5031712407787052	0.9013208498297043
XIV	725999	726399	401	*	5.708496106920719	5.561436375195049	5.8419424251839684	-0.012567608219687502	0.503221591036922	0.9013208498297043
II	45176	45576	401	*	8.723544282562251	8.632427077718818	8.809247013200325	-0.017571726179317904	0.5035882787693923	0.9013208498297043
IV	974224	974624	401	*	7.689822737782825	7.9581580223861055	7.359906625557404	0.005828644457076566	0.504156156366145	0.9013208498297043
XIII	271558	271958	401	*	7.9022049074027745	7.782479325233968	8.01275163606348	-0.014453723214455342	0.50428716738913	0.9013208498297043
XIII	472777	473177	401	*	8.700556102127038	8.608245334720232	8.787313896352547	-0.017521100639501578	0.5048697572161969	0.9013208498297043
XIV	479124	479524	401	*	7.220780926156199	7.097789031433211	7.334106274066851	-0.013983878447110439	0.5050087694768495	0.9013208498297043
XI	589903	590303	401	*	6.839055161172248	6.961739516983795	6.704960071875693	0.012989012944632384	0.5053998079182048	0.9013208498297043
VII	484371	484771	401	*	7.378527751347458	7.2146897263444005	7.525642704726909	-0.01084035911386593	0.5063959745286051	0.9013208498297043
XV	579701	580101	401	*	7.277000128808238	7.156279090426863	7.388394915974731	-0.014216248787066517	0.5065791539862375	0.9013208498297043
XII	734600	735000	401	*	6.671219453347185	6.542666164894075	6.78924915522731	-0.013042901351752453	0.5067561880670699	0.9013208498297043
VII	930834	931234	401	*	5.786587660019578	5.6272712232884405	5.930047375596831	-0.011177582729398415	0.5068940936154578	0.9013208498297043
V	422477	422877	401	*	7.79248422913044	7.674153660208889	7.901840679291697	-0.014101942154353779	0.5082268014702549	0.9013208498297043
XIII	91594	91994	401	*	7.894349584436819	7.79514709537921	7.987167389262223	-0.01649324642117719	0.5083694775180145	0.9013208498297043
XIII	302759	303159	401	*	7.542828799033404	7.442154748578465	7.636933546902099	-0.016201948030694798	0.5084625228930615	0.9013208498297043
X	73369	73769	401	*	6.157333606321229	6.013630307339594	6.28801069316885	-0.012240007555436288	0.5145856046517365	0.9069544429408308
III	16919	17319	401	*	6.358671298451777	6.207516146115094	6.495480681319731	-0.010920441306599374	0.5149228665988929	0.9069544429408308
XIV	392444	392844	401	*	6.969637488056242	6.837832662469971	7.0904021992113195	-0.012693110786974928	0.5157738515062966	0.9069544429408308
XIII	880676	881076	401	*	7.554049903485079	7.653733464722793	7.446964041090375	0.014942375726057496	0.5163934560567325	0.9069544429408308
XI	340619	341019	401	*	7.099973388046696	6.974563424470361	7.215348281889963	-0.013600835753195654	0.5165697044576036	0.9069544429408308
XIV	217304	217704	401	*	7.913989462499387	7.829879929059141	7.993464347232607	-0.01806738006249414	0.5181753635792156	0.9080406371292921
XV	825546	825946	401	*	8.421260310511364	8.304114456422434	8.529604239942364	-0.013635299727403754	0.5197834054830559	0.9085878588684134
III	90776	91176	401	*	6.918142710510394	7.241100167236387	6.5013879743745004	0.004333171558048984	0.5213385698714614	0.9085878588684134
IV	1175638	1176038	401	*	6.324974124678506	6.430253044182059	6.211403563103075	0.013691080916451638	0.5214504233505677	0.9085878588684134
X	703081	703481	401	*	8.575782921938728	8.483615069623529	8.662414471335842	-0.015865959223085358	0.5245102399530124	0.9121917216574128
XV	1018820	1019220	401	*	5.653295066333952	5.492453020741442	5.797990396138473	-0.011184043590232654	0.5266554019394476	0.9141942826118713
XIII	637023	637423	401	*	6.896303154272138	6.757628892840475	7.022808925884236	-0.01132963881435957	0.5289038523445728	0.9163682564162091
XIII	223877	224277	401	*	7.880618457324886	7.761867603605331	7.990333735045783	-0.012520733386329459	0.5333558366102281	0.9192284672319986
XV	462246	462646	401	*	7.156113406387965	7.072037592268794	7.235558185706649	-0.016092188617711056	0.5349122619266335	0.9192284672319986
X	26316	26716	401	*	7.296779881708393	7.18241216330585	7.4027434068722	-0.013233184031193388	0.5355680640678993	0.9192284672319986
IX	258288	258688	401	*	6.937080887239252	6.836106124229863	7.031448318429808	-0.014307033990638304	0.5360079894873098	0.9192284672319986
II	235942	236342	401	*	7.195829144557698	7.108308854544584	7.278342368396168	-0.01586672616973339	0.5369774207537701	0.9192284672319986
IX	99496	99896	401	*	8.604216393806977	8.502839817241949	8.698934663653905	-0.013922370729427477	0.5374992073319572	0.9192284672319986
IV	258487	258887	401	*	6.085313199891762	5.918180409222102	6.235078627242074	-0.009114604806625497	0.5375488210552339	0.9192284672319986
XV	836613	837013	401	*	8.467066924732856	8.342475349648312	8.581748865973502	-0.011748866156920109	0.5396606836750674	0.9211276975529907
XV	228194	228594	401	*	6.365513487300873	6.2438825381446765	6.477682507140694	-0.012326114571340023	0.5425015084156223	0.9242618291525416
II	504379	504779	401	*	7.041761823838468	7.164081845758797	6.908101923178592	0.010964740819338096	0.5444509802475133	0.9258685800881926
XVI	942437	942837	401	*	6.937609036542151	7.0572930589209335	6.807090608970984	0.011042880150551068	0.5462613299763186	0.9272332538343416
XIII	517421	517821	401	*	6.193305916687467	6.034453861407131	6.336389052709572	-0.009326572831976436	0.547435572756982	0.9275151508958073
IV	1362356	1362756	401	*	7.54079824467675	7.438986030803189	7.635896679273731	-0.013464237786152081	0.5494690318174363	0.9277723958972689
IV	465049	465449	401	*	8.750300706762173	8.661122625940889	8.834285814251981	-0.014882147227853375	0.5496042997434908	0.9277723958972689
IX	382294	382694	401	*	8.491671081151287	8.413830206182922	8.565526173780178	-0.016136888636558454	0.5521449357667404	0.9292574136194145
XV	931196	931596	401	*	8.540251392975541	8.467180102339087	8.609799417843693	-0.016968537121089595	0.5525041361411084	0.9292574136194145
V	570040	570440	401	*	9.287295492449498	9.124605932287857	9.433483991870823	-0.008678609594916451	0.5551713866372721	0.9298305724001823
IX	249048	249448	401	*	10.203689399640178	10.09514734582988	10.304633527372685	-0.012296771095646468	0.5552243858598516	0.9298305724001823
XII	489379	489779	401	*	9.538915479048338	9.451358581290746	9.621461239876982	-0.014635561034155408	0.5564841926028213	0.9298305724001823
XVI	834237	834637	401	*	7.573363038189165	7.80584090032163	7.296089508970178	0.005264297328326114	0.5576254827624777	0.9298305724001823
X	58916	59316	401	*	6.415762781394773	6.308334997078126	6.515742544028074	-0.01234848786507431	0.558542505881641	0.9298305724001823
VIII	505677	506077	401	*	7.827782384982576	7.725006183087544	7.92372129308806	-0.012606317985984808	0.558917363385435	0.9298305724001823
XVI	901548	901948	401	*	8.101249728221788	8.01449661477493	8.18308072600994	-0.014450746995502438	0.5607205556143185	0.9298305724001823
XI	165953	166353	401	*	7.404545634443162	7.135235935648749	7.631403754896371	-0.005330831868183778	0.5609303996544578	0.9298305724001823
VII	753864	754264	401	*	7.039451027869428	6.934719749035067	7.137091288480516	-0.01235268845085545	0.5622204888739639	0.930292895259077
IV	416824	417224	401	*	7.596024917757226	7.481004008377526	7.702548885592556	-0.011333378867848277	0.5647526872430102	0.9328051566670904
XVI	575431	575831	401	*	7.551333137784409	7.410732962123217	7.679439495406286	-0.009237348952854763	0.5664775514438387	0.9333362137832485
VII	823370	823770	401	*	6.959598325177853	6.8639102281787325	7.049332662027817	-0.0133965606644925	0.5672747294409284	0.9333362137832485
IV	542146	542546	401	*	8.323515566229956	8.21167122226671	8.427309580924417	-0.011211042784394987	0.5681176953463252	0.9333362137832485
IX	370289	370689	401	*	5.81271056134498	5.703405308730576	5.914314412475184	-0.011276240349237333	0.5713046609422386	0.9365850741288747
XII	84077	84477	401	*	8.814133879097518	8.746881016987116	8.8783908131952	-0.016714422002520154	0.5739252476145381	0.9365850741288747
II	227012	227412	401	*	6.87306003456973	6.7706897772450585	6.96864513937302	-0.012128345432506288	0.5743091768262907	0.9365850741288747
VIII	146114	146514	401	*	6.726596155694689	6.611752295860813	6.832968260286988	-0.010444352979082435	0.575186428884759	0.9365850741288747
IV	1266856	1267256	401	*	6.716646349196324	6.614582626200357	6.811964168754626	-0.012548616318515657	0.5771969622631559	0.9365850741288747
VII	920049	920449	401	*	8.288020293262074	8.221153021912462	8.351925140953668	-0.016448717692423703	0.5780879620606151	0.9365850741288747
VII	584313	584713	401	*	7.089220442167745	6.9755897602517125	7.194551018096702	-0.010635350280669328	0.5784523690501564	0.9365850741288747
XI	247743	248143	401	*	7.86716980745099	7.777522524812322	7.951570920500911	-0.013012026815173534	0.5805790111070561	0.9365850741288747
IV	1420621	1421021	401	*	7.731012658033575	7.991040730538199	7.413582349379304	0.004131781600491244	0.5813641369221418	0.9365850741288747
IV	1401333	1401733	401	*	7.639930312109522	7.5423811911395005	7.731299236249212	-0.011782908403012136	0.5816439435924106	0.9365850741288747
VII	229746	230146	401	*	8.183411112935282	8.097456364325993	8.264531421609444	-0.012930669608791509	0.582102404699298	0.9365850741288747
XIII	209041	209441	401	*	6.716143429445337	6.614582626200357	6.811022493412564	-0.01173459092389315	0.5830788312336003	0.9365850741288747
IV	591811	592211	401	*	9.947275867848495	9.858703374300537	10.030723669636705	-0.012599158314672471	0.5845078597728752	0.9365850741288747
XV	925108	925508	401	*	6.9345960372301425	6.836106124229863	7.0267897788997375	-0.012008778597315419	0.5847786005480985	0.9365850741288747
XII	1071442	1071842	401	*	9.730427761306323	9.826832613303408	9.6271166213758	0.010998708299081391	0.5878732386104774	0.9365850741288747
VI	221559	221959	401	*	8.510276393887676	8.577921057824154	8.439303325740427	0.015161186794008703	0.5881826012671669	0.9365850741288747
XIV	426998	427398	401	*	9.117349407495318	8.99985384571316	9.225992376284582	-0.009634411767214163	0.5897913277543834	0.9365850741288747
XI	614829	615229	401	*	9.448522748153458	9.320391837406765	9.566196335837876	-0.008917522992528716	0.590267608387354	0.9365850741288747
XIII	306455	306855	401	*	9.778723645542598	9.682294444220805	9.86910938881976	-0.0114316247032721	0.5903911453378021	0.9365850741288747
VII	84238	84638	401	*	6.504117899398098	6.593904525148625	6.4083703397784	0.011403028618599499	0.5905734775428398	0.9365850741288747
V	260033	260433	401	*	7.187990652312912	7.107263001822843	7.2644394649652	-0.013041460708188318	0.5914738348574742	0.9365850741288747
V	545069	545469	401	*	7.36598497647435	7.280869108239091	7.4463577283179125	-0.012587291337669454	0.5957211054969292	0.9382706539313285
II	426751	427151	401	*	7.879864134066073	7.969984065655361	7.783737432783653	0.01124248498991914	0.5991931960879715	0.9382706539313285
VII	1011163	1011563	401	*	7.038381214348507	6.944337948582422	7.126667549228682	-0.011005804098552167	0.5996919449725089	0.9382706539313285
XVI	645308	645708	401	*	10.14522734339126	10.046375029480274	10.23773854245867	-0.010631223769127666	0.6009216104918138	0.9382706539313285
II	592786	593186	401	*	7.5117423848645695	7.4177647028511995	7.59997091970252	-0.010811602631286603	0.6025348287698702	0.9382706539313285
X	256798	257198	401	*	6.011552035539279	5.877177739482206	6.134470033086226	-0.008325347967267036	0.6033382587723685	0.9382706539313285
XIV	576117	576517	401	*	8.648490595631895	8.7509312855746	8.538216164873715	0.009595317948428161	0.6037291508192029	0.9382706539313285
XIII	67964	68364	401	*	6.075094928024426	6.159043919018563	5.985957568476815	0.01138080770150945	0.6041132853036772	0.9382706539313285
II	615021	615421	401	*	6.631439087377746	6.524638610740021	6.730875323239991	-0.0098236847042389875	0.6082652996738467	0.9382706539313285
IV	106740	107140	401	*	5.9117119164579455	5.995419457271308	5.822846735781928	0.009761336415472156	0.6115870407814491	0.9382706539313285
VII	598777	599177	401	*	7.865656455389297	7.777453554276218	7.948776128020941	-0.010869969997542004	0.6119502141567137	0.9382706539313285
III	168164	168564	401	*	5.956114876855873	6.064995605332119	5.838341157842796	0.008614383109426027	0.614795000165529	0.9382706539313285
V	362284	362684	401	*	8.244587116054717	8.176415459990052	8.309682284162344	-0.013206259068744652	0.6150810594624542	0.9382706539313285
XV	733573	733973	401	*	7.319860693421754	7.231255628877906	7.403337404572494	-0.010953796258923659	0.6164798783898706	0.9382706539313285
IV	1461560	1461960	401	*	7.679680010703316	7.609129983486688	7.746940281326065	-0.012679534602939179	0.6167822806490685	0.9382706539313285
XV	988541	988941	401	*	9.354891813452298	9.260367378245752	9.443602059766093	-0.010093483469476793	0.6177897621029333	0.9382706539313285
XV	12086	12486	401	*	6.325983800158073	6.413072805877571	6.233297958963569	0.010411919120839507	0.618316313804314	0.9382706539313285
VI	95620	96020	401	*	9.946119955124807	10.050887831172497	9.833143920688116	0.00864202135869293	0.61907170916238	0.9382706539313285
XII	510443	510843	401	*	7.280365655346321	7.15691777494604	7.394077980783945	-0.007932716637192649	0.619577939230666	0.9382706539313285
VII	677642	678042	401	*	6.988075606617447	7.068138815704755	6.903306825784487	0.010310543293504558	0.621099725425091	0.9382706539313285
VII	809724	810124	401	*	9.68013167111382	9.591210727605656	9.76388868619979	-0.010422165200660914	0.6214897986007448	0.9382706539313285
XI	278332	278732	401	*	8.768503573566361	8.681467076056995	8.85058665574357	-0.01053336883791666	0.6219834659904786	0.9382706539313285
XII	1051962	1052362	401	*	5.74703633132535	5.6420931496874704	5.844860735773334	-0.00894444113184603	0.6235048992022423	0.9382706539313285
XVI	382914	383314	401	*	7.331239270196153	7.245084416023149	7.412537778837417	-0.010314520133303567	0.6235201683561907	0.9382706539313285
XV	571770	572170	401	*	5.940607420973076	5.830580283441697	6.042834684616015	-0.00848902137267933	0.6236254711629187	0.9382706539313285
IX	68277	68677	401	*	8.47487591442541	8.397712893207968	8.548120536276242	-0.011276869123368683	0.6256073171158114	0.9382706539313285
XVI	769115	769515	401	*	5.237787092198053	5.347273115210282	5.1193047843600334	0.00840894640686749	0.6263913882946337	0.9382706539313285
XVI	789562	789962	401	*	6.712117515218738	6.610159530305113	6.807343110881862	-0.009156677574611574	0.626876921828483	0.9382706539313285
V	354825	355225	401	*	7.708862674159746	7.637392338329672	7.776958902112703	-0.012276849610392462	0.6272390723846333	0.9382706539313285
VII	878423	878823	401	*	7.608802436844863	7.5289818756092926	7.684437306042976	-0.011318291883465396	0.6278003548153339	0.9382706539313285
XIV	569750	570150	401	*	7.231529470916951	7.133345049971413	7.323455490194067	-0.00914036301656003	0.6280049517744174	0.9382706539313285
XI	127020	127420	401	*	7.227829625160767	7.300265628419718	7.151563545654675	0.011225203341245275	0.6300050670854265	0.9382706539313285
XIV	330881	331281	401	*	8.184550839074339	8.108308854544584	8.256965106834297	-0.011012574430262148	0.6307478967438147	0.9382706539313285
V	222218	222618	401	*	9.037051047285567	8.94707114987373	9.121746909999873	-0.00973917263832659	0.631808671344058	0.9382706539313285
V	349525	349925	401	*	7.938314286016078	7.84824794359618	8.023086731794328	-0.009693211610410733	0.6326172009279503	0.9382706539313285
II	5700	6100	401	*	9.07007963042689	8.938152770887651	9.190946768920462	-0.0068826384736632605	0.633973591009015	0.9382706539313285
IV	431864	432264	401	*	8.665361856804003	8.876460273478731	8.417991978867624	0.003851908559066113	0.6349031353072513	0.9382706539313285
XV	79880	80280	401	*	8.947351188537164	8.882062238069537	9.009812978389467	-0.012322242694512374	0.6363115754182405	0.9382706539313285
XIV	62984	63384	401	*	8.493116446069225	8.424464820039434	8.558649094637113	-0.011565636382966317	0.6367641917630238	0.9382706539313285
XI	317050	317450	401	*	7.53144936616367	7.45538713486442	7.6037014610626885	-0.01084205468109083	0.6368707509922433	0.9382706539313285
XIV	339994	340394	401	*	6.90370238980644	7.002276131600638	6.797896310754656	0.008493173584799726	0.6370630729000109	0.9382706539313285
V	6083	6483	401	*	7.41711196006811	7.3446833381504355	7.486077561469508	-0.011704786944676856	0.6395171267606635	0.9382706539313285
VII	23225	23625	401	*	7.490695090614161	7.399512407542168	7.5764557441450435	-0.009288111959072625	0.6399410035845665	0.9382706539313285
XI	146815	147215	401	*	7.04115561466463	6.961221490084395	7.11689243897064	-0.010530677352429012	0.6404940375442241	0.9382706539313285
II	370941	371341	401	*	7.384874382351753	7.286327144197472	7.47711834989992	-0.008410342288251407	0.6436731697060296	0.9382706539313285
XIII	608194	608594	401	*	6.368252560482143	6.224164150568513	6.499247981487786	-0.005985886528361763	0.6450308599742317	0.9382706539313285
XIV	739106	739506	401	*	7.090965701849561	6.989099207388703	7.186111490071349	-0.007932250704788419	0.6457101390451971	0.9382706539313285
XII	924530	924930	401	*	8.426419984691679	8.355594780085125	8.493930317865424	-0.010934435741812621	0.6489154507942752	0.9382706539313285
XII	725365	725765	401	*	6.488503575351867	6.412761045883715	6.560467141157723	-0.010026882862575824	0.6490989787868537	0.9382706539313285
V	140507	140907	401	*	9.196779480058344	9.116723606262466	9.272625591683447	-0.009684808614976458	0.6497264601780808	0.9382706539313285
XV	683574	683974	401	*	6.3451711454770345	6.247184217153985	6.4369240326064485	-0.008261344896491479	0.6500178942901851	0.9382706539313285
III	61230	61630	401	*	6.2873554358187445	6.388635367248175	6.178425002688054	0.007249089684832017	0.6534827663709764	0.9382706539313285
VI	54984	55384	401	*	7.131229874964621	7.193217319803145	7.066459010391668	0.011149012120264987	0.6535685134854649	0.9382706539313285
XI	630389	630789	401	*	8.65596793926741	8.560954750606296	8.745108506412926	-0.007992840697747514	0.6564448924496877	0.9382706539313285
XIV	112534	112934	401	*	8.902589737343654	9.093793754271559	8.682116494311604	0.003725734910311451	0.6580651230987484	0.9382706539313285
VIII	4909	5309	401	*	8.406779910206476	8.49378098960181	8.314193657311096	0.008283407306667193	0.6585035828922547	0.9382706539313285
XV	109507	109907	401	*	10.808645835856693	10.73145589895242	10.881914708199467	-0.009547545850028543	0.6586903717512957	0.9382706539313285
IX	424542	424942	401	*	6.896365984504121	6.765988864406546	7.01593118789675	-0.005907192437452476	0.6599114479365757	0.9382706539313285
IV	866764	867164	401	*	7.371831297350617	7.461020416671013	7.276762944136434	0.007916388966211874	0.6615730204882974	0.9382706539313285
VII	547326	547726	401	*	10.01367125493104	9.934538307625429	10.088688471375901	-0.009117829107547208	0.6622710507086829	0.9382706539313285
